,V1,size,expr,time
832,size,105,labelled_opart,0.0001161
833,size,105,fpop,7.74E-05
834,size,105,fpop,7.03E-05
835,size,105,labelled_opart,0.00010545
836,size,105,opart,6.06E-05
837,size,105,opart,5.68E-05
838,size,154,opart,0.0001347
839,size,154,labelled_opart,0.0001524
840,size,154,opart,9.15E-05
841,size,154,fpop,0.0001016
842,size,154,fpop,8.06E-05
843,size,154,fpop,8.46E-05
844,size,154,labelled_opart,0.0001209
845,size,154,opart,8.92E-05
846,size,154,labelled_opart,0.0001269
847,size,51,opart,7.93E-05
848,size,51,fpop,9.48E-05
849,size,51,opart,3.96E-05
850,size,51,fpop,5.38E-05
851,size,51,fpop,4.99E-05
852,size,51,labelled_opart,0.0001422
853,size,51,opart,3.65E-05
854,size,51,labelled_opart,8.07E-05
855,size,51,labelled_opart,7.49E-05
856,size,53,opart,8.24E-05
857,size,53,fpop,8.03E-05
858,size,53,opart,3.65E-05
859,size,53,opart,3.05E-05
860,size,53,labelled_opart,0.00012045
861,size,53,labelled_opart,8.73E-05
862,size,53,labelled_opart,7.67E-05
863,size,53,fpop,5.82E-05
864,size,53,fpop,5.11E-05
865,size,79,opart,0.0001642
866,size,79,fpop,0.0001165
867,size,79,fpop,6.49E-05
868,size,79,labelled_opart,0.00017475
869,size,79,opart,5.18E-05
870,size,79,opart,4.36E-05
871,size,79,fpop,6.78E-05
872,size,79,labelled_opart,9.74E-05
873,size,79,labelled_opart,0.0001017
874,size,67,labelled_opart,0.00011145
875,size,67,opart,5.33E-05
876,size,67,fpop,7.43E-05
877,size,67,fpop,5.30E-05
878,size,67,labelled_opart,7.95E-05
879,size,67,labelled_opart,8.03E-05
880,size,67,opart,4.36E-05
881,size,67,fpop,5.35E-05
882,size,67,opart,4.10E-05
883,size,136,opart,0.0001183
884,size,136,labelled_opart,0.0001359
885,size,136,fpop,9.06E-05
886,size,136,opart,7.46E-05
887,size,136,labelled_opart,0.0001257
888,size,136,fpop,8.38E-05
889,size,136,labelled_opart,0.0001161
890,size,136,fpop,7.74E-05
891,size,136,opart,7.66E-05
892,size,84,fpop,0.0001335
893,size,84,opart,5.77E-05
894,size,84,fpop,5.92E-05
895,size,84,labelled_opart,0.00020025
896,size,84,labelled_opart,8.88E-05
897,size,84,opart,5.70E-05
898,size,84,fpop,5.99E-05
899,size,84,opart,4.75E-05
900,size,84,labelled_opart,8.99E-05
901,size,85,fpop,0.0001329
902,size,85,opart,6.18E-05
903,size,85,labelled_opart,0.00019935
904,size,85,fpop,7.15E-05
905,size,85,fpop,6.17E-05
906,size,85,labelled_opart,0.00010725
907,size,85,opart,4.96E-05
908,size,85,opart,4.73E-05
909,size,85,labelled_opart,9.26E-05
910,size,79,opart,0.0001025
911,size,79,labelled_opart,0.00022665
912,size,79,fpop,0.0001511
913,size,79,labelled_opart,0.0001902
914,size,79,labelled_opart,0.0001686
915,size,79,fpop,0.0001268
916,size,79,opart,0.0001036
917,size,79,opart,9.25E-05
918,size,79,fpop,0.0001124
919,size,94,opart,9.10E-05
920,size,94,labelled_opart,0.00011925
921,size,94,fpop,7.95E-05
922,size,94,opart,5.48E-05
923,size,94,fpop,5.78E-05
924,size,94,labelled_opart,8.67E-05
925,size,94,fpop,6.03E-05
926,size,94,labelled_opart,9.05E-05
927,size,94,opart,5.27E-05
928,size,120,labelled_opart,0.0001194
929,size,120,opart,7.37E-05
930,size,120,opart,5.99E-05
931,size,120,labelled_opart,8.54E-05
932,size,120,fpop,7.96E-05
933,size,120,fpop,5.69E-05
934,size,120,labelled_opart,9.42E-05
935,size,120,fpop,6.28E-05
936,size,120,opart,6.28E-05
937,size,71,opart,0.0001167
938,size,71,fpop,8.02E-05
939,size,71,fpop,4.78E-05
940,size,71,opart,4.25E-05
941,size,71,labelled_opart,0.0001203
942,size,71,fpop,4.95E-05
943,size,71,opart,3.92E-05
944,size,71,labelled_opart,7.17E-05
945,size,71,labelled_opart,7.43E-05
946,size,89,opart,8.74E-05
947,size,89,opart,4.84E-05
948,size,89,opart,4.49E-05
949,size,89,fpop,8.48E-05
950,size,89,fpop,5.69E-05
951,size,89,fpop,5.22E-05
952,size,89,labelled_opart,0.0001272
953,size,89,labelled_opart,8.54E-05
954,size,89,labelled_opart,7.83E-05
955,size,64,fpop,0.0001154
956,size,64,labelled_opart,0.0001731
957,size,64,labelled_opart,7.71E-05
958,size,64,opart,4.26E-05
959,size,64,fpop,5.14E-05
960,size,64,opart,3.61E-05
961,size,64,fpop,4.27E-05
962,size,64,opart,3.40E-05
963,size,64,labelled_opart,6.41E-05
964,size,69,opart,8.04E-05
965,size,69,labelled_opart,0.00012945
966,size,69,opart,4.45E-05
967,size,69,labelled_opart,7.89E-05
968,size,69,opart,4.02E-05
969,size,69,fpop,8.63E-05
970,size,69,fpop,5.26E-05
971,size,69,labelled_opart,7.92E-05
972,size,69,fpop,5.28E-05
973,size,154,labelled_opart,0.00017775
974,size,154,fpop,0.0001185
975,size,154,opart,9.47E-05
976,size,154,opart,8.68E-05
977,size,154,fpop,8.40E-05
978,size,154,labelled_opart,0.000126
979,size,154,labelled_opart,0.00015285
980,size,154,fpop,0.0001019
981,size,154,opart,9.35E-05
982,size,188,fpop,0.0001529
983,size,188,labelled_opart,0.00022935
984,size,188,labelled_opart,0.00015045
985,size,188,opart,0.0001334
986,size,188,opart,0.0001276
987,size,188,labelled_opart,0.00013575
988,size,188,fpop,0.0001003
989,size,188,opart,0.0001321
990,size,188,fpop,9.05E-05
991,size,155,fpop,0.0001491
992,size,155,opart,0.0001126
993,size,155,opart,8.60E-05
994,size,155,labelled_opart,0.00022365
995,size,155,fpop,8.50E-05
996,size,155,fpop,7.14E-05
997,size,155,labelled_opart,0.0001275
998,size,155,opart,8.81E-05
999,size,155,labelled_opart,0.0001071
1000,size,176,labelled_opart,0.0001563
1001,size,176,labelled_opart,0.00013425
1002,size,176,opart,0.0001092
1003,size,176,opart,0.0001011
1004,size,176,opart,0.0001044
1005,size,176,fpop,0.0001042
1006,size,176,labelled_opart,0.00012015
1007,size,176,fpop,8.95E-05
1008,size,176,fpop,8.01E-05
1009,size,185,opart,0.0001582
1010,size,185,labelled_opart,0.0001746
1011,size,185,fpop,0.0001164
1012,size,185,opart,0.0001126
1013,size,185,opart,0.0001078
1014,size,185,labelled_opart,0.00014115
1015,size,185,fpop,9.41E-05
1016,size,185,fpop,8.79E-05
1017,size,185,labelled_opart,0.00013185
1018,size,167,fpop,0.0001396
1019,size,167,labelled_opart,0.0002094
1020,size,167,opart,0.0001007
1021,size,167,labelled_opart,0.00012405
1022,size,167,fpop,8.27E-05
1023,size,167,opart,0.0001002
1024,size,167,fpop,7.15E-05
1025,size,167,labelled_opart,0.00010725
1026,size,167,opart,9.64E-05
1027,size,158,fpop,0.0001458
1028,size,158,opart,0.0001003
1029,size,158,opart,8.74E-05
1030,size,158,labelled_opart,0.0002187
1031,size,158,fpop,7.95E-05
1032,size,158,labelled_opart,0.00011925
1033,size,158,opart,9.25E-05
1034,size,158,fpop,7.28E-05
1035,size,158,labelled_opart,0.0001092
1036,size,188,fpop,0.0001553
1037,size,188,opart,0.0001269
1038,size,188,opart,0.0001137
1039,size,188,labelled_opart,0.00023295
1040,size,188,opart,0.0001152
1041,size,188,fpop,9.31E-05
1042,size,188,labelled_opart,0.00013965
1043,size,188,fpop,9.07E-05
1044,size,188,labelled_opart,0.00013605
1045,size,188,opart,0.0001717
1046,size,188,opart,0.0001194
1047,size,188,labelled_opart,0.00016275
1048,size,188,labelled_opart,0.00013605
1049,size,188,opart,0.0001157
1050,size,188,fpop,0.0001085
1051,size,188,labelled_opart,0.00012435
1052,size,188,fpop,9.07E-05
1053,size,188,fpop,8.29E-05
1054,size,143,fpop,0.000174
1055,size,143,opart,8.96E-05
1056,size,143,fpop,7.62E-05
1057,size,143,fpop,7.00E-05
1058,size,143,labelled_opart,0.000261
1059,size,143,opart,8.03E-05
1060,size,143,labelled_opart,0.0001143
1061,size,143,labelled_opart,0.000105
1062,size,143,opart,7.91E-05
1063,size,155,fpop,0.0001425
1064,size,155,labelled_opart,0.00021375
1065,size,155,opart,9.42E-05
1066,size,155,labelled_opart,0.0001233
1067,size,155,opart,8.81E-05
1068,size,155,fpop,8.22E-05
1069,size,155,opart,8.84E-05
1070,size,155,fpop,7.20E-05
1071,size,155,labelled_opart,0.000108
1072,size,154,labelled_opart,0.0001623
1073,size,154,opart,9.74E-05
1074,size,154,labelled_opart,0.000138
1075,size,154,opart,8.94E-05
1076,size,154,fpop,0.0001082
1077,size,154,opart,9.06E-05
1078,size,154,fpop,9.20E-05
1079,size,154,labelled_opart,0.0001359
1080,size,154,fpop,9.06E-05
1081,size,147,opart,0.0001429
1082,size,147,labelled_opart,0.0001509
1083,size,147,fpop,0.0001006
1084,size,147,opart,8.62E-05
1085,size,147,labelled_opart,0.00012435
1086,size,147,opart,8.20E-05
1087,size,147,labelled_opart,0.00010155
1088,size,147,fpop,8.29E-05
1089,size,147,fpop,6.77E-05
1090,size,188,labelled_opart,0.0001704
1091,size,188,fpop,0.0001136
1092,size,188,opart,0.0001191
1093,size,188,fpop,8.31E-05
1094,size,188,labelled_opart,0.00012465
1095,size,188,labelled_opart,0.0001305
1096,size,188,fpop,8.70E-05
1097,size,188,opart,0.0001145
1098,size,188,opart,0.0001119
1099,size,248,labelled_opart,0.0001845
1100,size,248,opart,0.0001941
1101,size,248,fpop,0.000123
1102,size,248,opart,0.000179
1103,size,248,fpop,0.0001006
1104,size,248,fpop,9.72E-05
1105,size,248,labelled_opart,0.0001509
1106,size,248,opart,0.0001803
1107,size,248,labelled_opart,0.0001458
1108,size,173,fpop,0.0001636
1109,size,173,labelled_opart,0.0002454
1110,size,173,opart,0.0001118
1111,size,173,labelled_opart,0.0001413
1112,size,173,opart,0.0001059
1113,size,173,fpop,9.42E-05
1114,size,173,opart,0.0001055
1115,size,173,labelled_opart,0.00013365
1116,size,173,fpop,8.91E-05
1117,size,155,labelled_opart,0.0001494
1118,size,155,fpop,9.96E-05
1119,size,155,labelled_opart,0.0001134
1120,size,155,fpop,7.56E-05
1121,size,155,opart,8.91E-05
1122,size,155,opart,8.09E-05
1123,size,155,fpop,6.79E-05
1124,size,155,labelled_opart,0.00010185
1125,size,155,opart,8.64E-05
1126,size,175,labelled_opart,0.00017805
1127,size,175,opart,0.0001155
1128,size,175,opart,0.0001066
1129,size,175,labelled_opart,0.00014385
1130,size,175,labelled_opart,0.00013275
1131,size,175,opart,0.0001091
1132,size,175,fpop,0.0001187
1133,size,175,fpop,9.59E-05
1134,size,175,fpop,8.85E-05
1135,size,183,fpop,0.0001653
1136,size,183,labelled_opart,0.00024795
1137,size,183,opart,0.0001202
1138,size,183,fpop,9.74E-05
1139,size,183,opart,0.0001119
1140,size,183,labelled_opart,0.0001461
1141,size,183,labelled_opart,0.00015345
1142,size,183,opart,0.0001148
1143,size,183,fpop,0.0001023
1144,size,178,fpop,0.0001623
1145,size,178,labelled_opart,0.00024345
1146,size,178,labelled_opart,0.0001386
1147,size,178,fpop,9.24E-05
1148,size,178,labelled_opart,0.00014175
1149,size,178,opart,0.0001176
1150,size,178,opart,0.0001106
1151,size,178,fpop,9.45E-05
1152,size,178,opart,0.0001136
1153,size,154,labelled_opart,0.00016275
1154,size,154,opart,9.95E-05
1155,size,154,labelled_opart,0.00014445
1156,size,154,opart,8.96E-05
1157,size,154,fpop,0.0001085
1158,size,154,opart,9.09E-05
1159,size,154,labelled_opart,0.00013335
1160,size,154,fpop,9.63E-05
1161,size,154,fpop,8.89E-05
1162,size,154,labelled_opart,0.0001623
1163,size,154,opart,0.0001118
1164,size,154,fpop,0.0001082
1165,size,154,opart,9.13E-05
1166,size,154,fpop,8.47E-05
1167,size,154,opart,8.73E-05
1168,size,154,fpop,8.13E-05
1169,size,154,labelled_opart,0.00012705
1170,size,154,labelled_opart,0.00012195
1171,size,159,opart,0.0001336
1172,size,159,fpop,0.0001224
1173,size,159,opart,0.0001006
1174,size,159,labelled_opart,0.0001836
1175,size,159,fpop,9.83E-05
1176,size,159,opart,9.41E-05
1177,size,159,labelled_opart,0.00014745
1178,size,159,fpop,9.27E-05
1179,size,159,labelled_opart,0.00013905
1180,size,126,labelled_opart,0.0001473
1181,size,126,opart,7.77E-05
1182,size,126,fpop,9.82E-05
1183,size,126,labelled_opart,0.0001221
1184,size,126,fpop,8.14E-05
1185,size,126,fpop,7.49E-05
1186,size,126,opart,6.99E-05
1187,size,126,opart,6.66E-05
1188,size,126,labelled_opart,0.00011235
1189,size,160,labelled_opart,0.0001812
1190,size,160,fpop,0.0001208
1191,size,160,labelled_opart,0.00013815
1192,size,160,opart,9.91E-05
1193,size,160,opart,9.40E-05
1194,size,160,fpop,9.21E-05
1195,size,160,fpop,8.93E-05
1196,size,160,labelled_opart,0.00013395
1197,size,160,opart,9.73E-05
1198,size,110,opart,0.0001241
1199,size,110,fpop,0.0001086
1200,size,110,fpop,7.37E-05
1201,size,110,labelled_opart,0.0001629
1202,size,110,labelled_opart,0.00011055
1203,size,110,opart,9.33E-05
1204,size,110,opart,0.0001207
1205,size,110,labelled_opart,0.0001344
1206,size,110,fpop,8.96E-05
1207,size,248,fpop,0.0001781
1208,size,248,labelled_opart,0.00026715
1209,size,248,opart,0.0001804
1210,size,248,opart,0.000172
1211,size,248,labelled_opart,0.0001794
1212,size,248,labelled_opart,0.00017085
1213,size,248,opart,0.0001762
1214,size,248,fpop,0.0001196
1215,size,248,fpop,0.0001139
1216,size,247,opart,0.0002201
1217,size,247,labelled_opart,0.00019965
1218,size,247,opart,0.0001761
1219,size,247,fpop,0.0001331
1220,size,247,labelled_opart,0.00015975
1221,size,247,opart,0.0001743
1222,size,247,fpop,0.0001065
1223,size,247,labelled_opart,0.0001578
1224,size,247,fpop,0.0001052
1225,size,248,fpop,0.0001721
1226,size,248,opart,0.0001842
1227,size,248,fpop,0.0001053
1228,size,248,labelled_opart,0.00025815
1229,size,248,opart,0.0001767
1230,size,248,labelled_opart,0.00015795
1231,size,248,opart,0.0001741
1232,size,248,fpop,0.0001087
1233,size,248,labelled_opart,0.00016305
1234,size,248,labelled_opart,0.00017145
1235,size,248,opart,0.0001818
1236,size,248,fpop,0.0001143
1237,size,248,labelled_opart,0.00014925
1238,size,248,opart,0.0001749
1239,size,248,labelled_opart,0.00013965
1240,size,248,opart,0.0001743
1241,size,248,fpop,9.95E-05
1242,size,248,fpop,9.31E-05
1243,size,248,fpop,0.000188
1244,size,248,opart,0.0001925
1245,size,248,fpop,0.0001102
1246,size,248,labelled_opart,0.000282
1247,size,248,labelled_opart,0.0001653
1248,size,248,labelled_opart,0.00017385
1249,size,248,fpop,0.0001159
1250,size,248,opart,0.000183
1251,size,248,opart,0.0001781
1252,size,242,fpop,0.00018
1253,size,242,opart,0.0001972
1254,size,242,labelled_opart,0.00027
1255,size,242,fpop,0.0001147
1256,size,242,opart,0.0001736
1257,size,242,fpop,9.95E-05
1258,size,242,opart,0.0001684
1259,size,242,labelled_opart,0.00017205
1260,size,242,labelled_opart,0.00014925
1261,size,249,opart,0.0002136
1262,size,249,opart,0.0001811
1263,size,249,labelled_opart,0.0001812
1264,size,249,labelled_opart,0.0001557
1265,size,249,fpop,0.0001208
1266,size,249,fpop,0.0001038
1267,size,249,opart,0.0001788
1268,size,249,fpop,9.87E-05
1269,size,249,labelled_opart,0.00014805
1270,size,248,fpop,0.0003157
1271,size,248,labelled_opart,0.00047355
1272,size,248,opart,0.0003789
1273,size,248,fpop,0.0002667
1274,size,248,labelled_opart,0.00040005
1275,size,248,fpop,0.0002165
1276,size,248,labelled_opart,0.00032475
1277,size,248,opart,0.0003634
1278,size,248,opart,0.0003479
1279,size,248,fpop,0.0001755
1280,size,248,opart,0.0001856
1281,size,248,labelled_opart,0.00026325
1282,size,248,opart,0.0001789
1283,size,248,fpop,0.0001126
1284,size,248,fpop,0.000101
1285,size,248,opart,0.0001731
1286,size,248,labelled_opart,0.0001689
1287,size,248,labelled_opart,0.0001515
1288,size,69,fpop,0.0001387
1289,size,69,opart,5.68E-05
1290,size,69,opart,4.36E-05
1291,size,69,labelled_opart,0.00020805
1292,size,69,fpop,5.52E-05
1293,size,69,fpop,4.58E-05
1294,size,69,labelled_opart,8.28E-05
1295,size,69,opart,4.00E-05
1296,size,69,labelled_opart,6.87E-05
1297,size,76,opart,7.95E-05
1298,size,76,fpop,0.000107
1299,size,76,labelled_opart,0.0001605
1300,size,76,fpop,5.70E-05
1301,size,76,labelled_opart,8.55E-05
1302,size,76,opart,4.19E-05
1303,size,76,labelled_opart,8.28E-05
1304,size,76,fpop,5.52E-05
1305,size,76,opart,4.22E-05
1306,size,129,fpop,0.0001749
1307,size,129,opart,9.26E-05
1308,size,129,labelled_opart,0.00026235
1309,size,129,labelled_opart,0.00012345
1310,size,129,labelled_opart,9.51E-05
1311,size,129,fpop,8.23E-05
1312,size,129,opart,7.41E-05
1313,size,129,opart,6.46E-05
1314,size,129,fpop,6.34E-05
1315,size,77,fpop,0.0001216
1316,size,77,labelled_opart,0.0001824
1317,size,77,labelled_opart,8.30E-05
1318,size,77,opart,4.68E-05
1319,size,77,opart,4.00E-05
1320,size,77,opart,3.86E-05
1321,size,77,fpop,5.53E-05
1322,size,77,labelled_opart,7.95E-05
1323,size,77,fpop,5.30E-05
1324,size,68,opart,0.0001008
1325,size,68,fpop,8.33E-05
1326,size,68,labelled_opart,0.00012495
1327,size,68,opart,4.21E-05
1328,size,68,labelled_opart,8.43E-05
1329,size,68,opart,3.96E-05
1330,size,68,labelled_opart,7.41E-05
1331,size,68,fpop,5.62E-05
1332,size,68,fpop,4.94E-05
1333,size,53,labelled_opart,0.0001011
1334,size,53,opart,4.31E-05
1335,size,53,labelled_opart,7.44E-05
1336,size,53,opart,3.47E-05
1337,size,53,fpop,6.74E-05
1338,size,53,fpop,4.96E-05
1339,size,53,fpop,5.02E-05
1340,size,53,opart,3.22E-05
1341,size,53,labelled_opart,7.53E-05
1342,size,60,fpop,0.000113
1343,size,60,fpop,5.23E-05
1344,size,60,labelled_opart,0.0001695
1345,size,60,opart,4.10E-05
1346,size,60,fpop,5.14E-05
1347,size,60,labelled_opart,7.85E-05
1348,size,60,opart,4.09E-05
1349,size,60,opart,3.30E-05
1350,size,60,labelled_opart,7.71E-05
1351,size,59,labelled_opart,0.0001038
1352,size,59,fpop,6.92E-05
1353,size,59,labelled_opart,7.46E-05
1354,size,59,fpop,4.97E-05
1355,size,59,fpop,4.27E-05
1356,size,59,opart,3.90E-05
1357,size,59,labelled_opart,6.41E-05
1358,size,59,opart,3.58E-05
1359,size,59,opart,3.10E-05
1360,size,61,opart,8.41E-05
1361,size,61,opart,4.11E-05
1362,size,61,labelled_opart,0.0002049
1363,size,61,fpop,0.0001366
1364,size,61,fpop,8.21E-05
1365,size,61,fpop,5.61E-05
1366,size,61,labelled_opart,0.00012315
1367,size,61,opart,3.92E-05
1368,size,61,labelled_opart,8.42E-05
1369,size,39,opart,7.24E-05
1370,size,39,labelled_opart,8.99E-05
1371,size,39,fpop,5.99E-05
1372,size,39,opart,3.24E-05
1373,size,39,fpop,4.12E-05
1374,size,39,labelled_opart,6.18E-05
1375,size,39,fpop,4.19E-05
1376,size,39,labelled_opart,6.29E-05
1377,size,39,opart,3.06E-05
1378,size,42,fpop,0.0001009
1379,size,42,opart,4.13E-05
1380,size,42,fpop,4.44E-05
1381,size,42,labelled_opart,0.00015135
1382,size,42,labelled_opart,6.66E-05
1383,size,42,labelled_opart,6.53E-05
1384,size,42,opart,3.31E-05
1385,size,42,opart,2.72E-05
1386,size,42,fpop,4.35E-05
1387,size,39,labelled_opart,9.50E-05
1388,size,39,fpop,6.33E-05
1389,size,39,fpop,4.15E-05
1390,size,39,labelled_opart,6.23E-05
1391,size,39,fpop,4.29E-05
1392,size,39,opart,3.45E-05
1393,size,39,opart,2.74E-05
1394,size,39,labelled_opart,6.44E-05
1395,size,39,opart,2.88E-05
1396,size,58,fpop,0.0001088
1397,size,58,fpop,5.07E-05
1398,size,58,fpop,4.36E-05
1399,size,58,labelled_opart,0.0001632
1400,size,58,labelled_opart,7.61E-05
1401,size,58,opart,3.89E-05
1402,size,58,labelled_opart,6.54E-05
1403,size,58,opart,3.46E-05
1404,size,58,opart,3.15E-05
1405,size,216,opart,0.0001786
1406,size,216,opart,0.0001407
1407,size,216,fpop,0.0001277
1408,size,216,fpop,9.85E-05
1409,size,216,fpop,9.22E-05
1410,size,216,labelled_opart,0.00019155
1411,size,216,opart,0.0001428
1412,size,216,labelled_opart,0.00014775
1413,size,216,labelled_opart,0.0001383
1414,size,333,labelled_opart,0.00021885
1415,size,333,fpop,0.0001459
1416,size,333,labelled_opart,0.00018135
1417,size,333,opart,0.0003064
1418,size,333,fpop,0.0001209
1419,size,333,labelled_opart,0.0001803
1420,size,333,opart,0.0003298
1421,size,333,opart,0.0003071
1422,size,333,fpop,0.0001202
1423,size,247,opart,0.0002156
1424,size,247,opart,0.0001803
1425,size,247,labelled_opart,0.0001854
1426,size,247,fpop,0.0001236
1427,size,247,fpop,0.0001001
1428,size,247,labelled_opart,0.00015015
1429,size,247,labelled_opart,0.00015945
1430,size,247,opart,0.0001799
1431,size,247,fpop,0.0001063
1432,size,414,fpop,0.0002595
1433,size,414,opart,0.0004852
1434,size,414,labelled_opart,0.00038925
1435,size,414,opart,0.0004311
1436,size,414,opart,0.0004258
1437,size,414,labelled_opart,0.0002805
1438,size,414,labelled_opart,0.0002367
1439,size,414,fpop,0.000187
1440,size,414,fpop,0.0001578
1441,size,243,fpop,0.000153
1442,size,243,labelled_opart,0.0002295
1443,size,243,labelled_opart,0.0001503
1444,size,243,opart,0.0001742
1445,size,243,opart,0.0001664
1446,size,243,labelled_opart,0.0001308
1447,size,243,opart,0.0001679
1448,size,243,fpop,0.0001002
1449,size,243,fpop,8.72E-05
1450,size,218,fpop,0.000158
1451,size,218,fpop,0.0001056
1452,size,218,opart,0.000153
1453,size,218,labelled_opart,0.000237
1454,size,218,labelled_opart,0.0001584
1455,size,218,opart,0.00015
1456,size,218,opart,0.0001438
1457,size,218,labelled_opart,0.0001539
1458,size,218,fpop,0.0001026
1459,size,294,opart,0.0002894
1460,size,294,labelled_opart,0.0002223
1461,size,294,fpop,0.0001482
1462,size,294,opart,0.0002343
1463,size,294,labelled_opart,0.0001899
1464,size,294,fpop,0.0001266
1465,size,294,labelled_opart,0.0001851
1466,size,294,opart,0.0002358
1467,size,294,fpop,0.0001234
1468,size,247,labelled_opart,0.0002034
1469,size,247,opart,0.0001842
1470,size,247,fpop,0.0001356
1471,size,247,fpop,0.0001148
1472,size,247,opart,0.0001809
1473,size,247,opart,0.0001748
1474,size,247,labelled_opart,0.0001722
1475,size,247,fpop,0.0001141
1476,size,247,labelled_opart,0.00017115
1477,size,332,labelled_opart,0.00021255
1478,size,332,opart,0.0003006
1479,size,332,opart,0.0002875
1480,size,332,fpop,0.0001417
1481,size,332,fpop,0.0001304
1482,size,332,labelled_opart,0.0001956
1483,size,332,opart,0.0002964
1484,size,332,labelled_opart,0.0002049
1485,size,332,fpop,0.0001366
1486,size,414,opart,0.0004693
1487,size,414,opart,0.0004312
1488,size,414,opart,0.0004246
1489,size,414,fpop,0.0001962
1490,size,414,labelled_opart,0.0002943
1491,size,414,fpop,0.0001514
1492,size,414,fpop,0.0001434
1493,size,414,labelled_opart,0.0002271
1494,size,414,labelled_opart,0.0002151
1495,size,250,opart,0.0002202
1496,size,250,fpop,0.0001389
1497,size,250,labelled_opart,0.00020835
1498,size,250,fpop,0.0001099
1499,size,250,opart,0.0001801
1500,size,250,fpop,9.75E-05
1501,size,250,labelled_opart,0.00016485
1502,size,250,opart,0.0001757
1503,size,250,labelled_opart,0.00014625
1504,size,289,labelled_opart,0.00024765
1505,size,289,fpop,0.0001651
1506,size,289,fpop,0.0001498
1507,size,289,opart,0.0002602
1508,size,289,opart,0.0002498
1509,size,289,opart,0.0002543
1510,size,289,labelled_opart,0.0002247
1511,size,289,labelled_opart,0.0005046
1512,size,289,fpop,0.0003364
1513,size,274,labelled_opart,0.0002298
1514,size,274,labelled_opart,0.00020325
1515,size,274,fpop,0.0001532
1516,size,274,opart,0.000213
1517,size,274,opart,0.0002053
1518,size,274,fpop,0.0001355
1519,size,274,labelled_opart,0.0001956
1520,size,274,fpop,0.0001304
1521,size,274,opart,0.0002108
1522,size,226,opart,0.0001907
1523,size,226,opart,0.0001509
1524,size,226,labelled_opart,0.00018195
1525,size,226,fpop,0.0001213
1526,size,226,fpop,8.74E-05
1527,size,226,fpop,8.35E-05
1528,size,226,opart,0.0001473
1529,size,226,labelled_opart,0.0001311
1530,size,226,labelled_opart,0.00012525
1531,size,270,opart,0.0002492
1532,size,270,labelled_opart,0.00020325
1533,size,270,fpop,0.0001355
1534,size,270,opart,0.0002105
1535,size,270,fpop,0.0001101
1536,size,270,fpop,0.0001048
1537,size,270,opart,0.0002019
1538,size,270,labelled_opart,0.00016515
1539,size,270,labelled_opart,0.0001572
1540,size,230,fpop,0.0001849
1541,size,230,fpop,0.0001041
1542,size,230,labelled_opart,0.00027735
1543,size,230,opart,0.0001626
1544,size,230,fpop,0.0001047
1545,size,230,opart,0.000155
1546,size,230,labelled_opart,0.00015615
1547,size,230,labelled_opart,0.00015705
1548,size,230,opart,0.0001559
1549,size,128,opart,0.0001724
1550,size,128,fpop,0.0001091
1551,size,128,fpop,7.45E-05
1552,size,128,labelled_opart,0.00016365
1553,size,128,opart,6.95E-05
1554,size,128,labelled_opart,0.00011175
1555,size,128,opart,6.68E-05
1556,size,128,labelled_opart,0.0001137
1557,size,128,fpop,7.58E-05
1558,size,287,opart,0.0002666
1559,size,287,labelled_opart,0.00020745
1560,size,287,labelled_opart,0.00017685
1561,size,287,fpop,0.0001383
1562,size,287,labelled_opart,0.000165
1563,size,287,opart,0.0002269
1564,size,287,fpop,0.0001179
1565,size,287,opart,0.0002231
1566,size,287,fpop,0.00011
1567,size,412,opart,0.0004824
1568,size,412,fpop,0.000179
1569,size,412,labelled_opart,0.0002685
1570,size,412,opart,0.0004305
1571,size,412,fpop,0.0001468
1572,size,412,opart,0.0004322
1573,size,412,fpop,0.0001414
1574,size,412,labelled_opart,0.0002202
1575,size,412,labelled_opart,0.0002121
1576,size,413,fpop,0.0002473
1577,size,413,opart,0.0004446
1578,size,413,opart,0.0004273
1579,size,413,labelled_opart,0.00037095
1580,size,413,labelled_opart,0.00025215
1581,size,413,labelled_opart,0.0002346
1582,size,413,fpop,0.0001681
1583,size,413,opart,0.0004347
1584,size,413,fpop,0.0001564
1585,size,415,labelled_opart,0.00024735
1586,size,415,opart,0.0004545
1587,size,415,labelled_opart,0.00021195
1588,size,415,fpop,0.0001649
1589,size,415,fpop,0.0001413
1590,size,415,labelled_opart,0.00021225
1591,size,415,fpop,0.0001415
1592,size,415,opart,0.0004354
1593,size,415,opart,0.0004265
1594,size,416,opart,0.0005115
1595,size,416,opart,0.0004611
1596,size,416,fpop,0.0002037
1597,size,416,labelled_opart,0.00030555
1598,size,416,fpop,0.0001899
1599,size,416,labelled_opart,0.00028485
1600,size,416,labelled_opart,0.00027045
1601,size,416,opart,0.0004501
1602,size,416,fpop,0.0001803
1603,size,413,fpop,0.0002274
1604,size,413,labelled_opart,0.0003411
1605,size,413,fpop,0.0001581
1606,size,413,labelled_opart,0.00023715
1607,size,413,opart,0.0004441
1608,size,413,fpop,0.0001601
1609,size,413,opart,0.0004662
1610,size,413,opart,0.0004327
1611,size,413,labelled_opart,0.00024015
1612,size,84,labelled_opart,0.00014985
1613,size,84,opart,8.93E-05
1614,size,84,fpop,9.99E-05
1615,size,84,opart,7.08E-05
1616,size,84,opart,5.02E-05
1617,size,84,labelled_opart,0.00012045
